,lat,lon,osm_id
82,51.4555632,7.1828654,284763200
83,50.796277,6.9974141,244410412
84,51.4608588,7.1827544,284763213
85,50.7965521,7.0019329,244410413
86,50.7969142,7.0082478,244410414
87,50.797705,7.0212682,244410416
88,50.7973557,7.0154066,244410415
89,50.7980044,7.0256735,244410417
90,51.4640743,7.1749667,1000038168
91,51.4620501,7.177718,820464167
92,51.4661461,7.1721675,70975945
93,50.7984745,7.0326045,1403720891
94,51.4218245,7.1792027,820464202
95,51.4680845,7.1737605,820464150
96,50.79876,7.0367989,244410418
97,51.4006653,7.1563802,784037114
98,50.8006557,7.0404735,244410419
99,51.3983426,7.1574428,784036999
100,50.8025183,7.0440346,244410420
101,51.4236042,7.1785649,820464126
